response_area_id,population,total_units,single_family,duplex,small_multifamily,large_multifamily,multifamily,mobile_other,yb_total,built_2010_plus,built_1970_2009,built_pre_1970,pct_single_family,pct_duplex,pct_small_mf,pct_large_mf,pct_multifamily,pct_built_2010_plus,pct_built_1970_2009,pct_built_pre_1970
00-0203,3289.8567929416095,1907.6089582931177,1261.1216879288725,32.8638012500974,108.91177718580163,500.73776768082456,642.5133461167236,3.973924247521921,1907.6089582931177,760.1075527303813,332.06225530638443,815.4391502563521,66.11007368393224,1.7227745291940302,5.709334542193241,26.249497597708526,33.6816066690958,39.846088446266634,17.407249733378567,42.7466618203548
00-0301,12827.41947030884,4158.860044008724,497.81164478390525,99.52570196466381,635.4113143700218,2924.2310146327313,3659.168030967417,1.880368257401429,4158.860044008724,918.1498352415348,2667.8415098448977,572.8686989222911,11.969906164576404,2.393100535038227,15.278497175816213,70.31328257476216,87.98488028561658,22.076959203381378,64.14838397094427,13.774656825674352
00-0302,3996.4546930005645,1890.9636602679836,1448.313795815371,137.91439627852805,87.25387379742905,211.4846767977489,436.652946873706,5.996917578906773,1890.9636602679836,197.3493169482084,683.500437378352,1010.1139059414235,76.59130771503662,7.293339326202762,4.614254394770527,11.18396303648573,23.09155675745902,10.436441540089694,36.145614627067324,53.417943832842994
00-0303,5371.875759079933,3150.7386696228837,1164.9227420818293,257.7488632638983,894.2024777299696,825.4451735498556,1977.3965145437232,8.419412997331012,3150.7386696228837,208.57692173856574,1317.2201682473155,1624.9415796370022,36.973004245422246,8.18058526239971,28.380725013826613,26.198465188756963,62.75977546498328,6.619937215025535,41.80670967563855,51.573353109335905
00-0401,7513.5722590395235,4850.937483297289,943.0571798023288,180.39616605735148,736.8518713873339,2969.056540313494,3886.3045777581797,21.575725736780466,4850.937483297289,1778.5128502336831,2027.880074826923,1044.5445582366829,19.44072012986059,3.718789753083609,15.18988595347717,61.205829812000815,80.1145055185616,36.6632811978601,41.80387980280727,21.53283899933262
00-0402,2415.655383387994,1264.310403815931,570.176766060612,54.27675746189286,422.640164631078,217.21671566234826,694.1336377553191,0.0,1264.310403815931,69.72664274123626,467.117864655052,727.4658964196426,45.09784656835135,4.292993025927431,33.42851275726823,17.18064764845299,54.90215343164865,5.5149939865074185,36.946454228740095,57.53855178475248
00-0501,5577.139468814284,2259.083457888698,1676.1408417116736,139.50974939611936,168.97602984777356,233.2120904689744,541.6978697128674,41.24474646415699,2259.083457888698,575.1505464680783,845.2609867349042,838.6719246857152,74.19561397161338,6.175502233392602,7.479848929782158,10.323305659850678,23.978656823025442,25.459464299986713,37.41610270232651,37.12443299768678
00-0502,2599.5302009463144,1139.7134763600545,850.8592458364656,61.02130398911007,55.29580301259348,140.77694800293065,257.0940550046342,31.76017551895482,1139.7134763600545,286.67535228644533,428.41055207015717,424.62757200345214,74.65553961456054,5.3540916427518335,4.851728452768125,12.35195958659147,22.557779682111427,25.15328266557057,37.58932055786406,37.25739677656538
00-0503,2506.311896010715,924.1081532412036,740.4827763719904,44.619278446073054,87.68949205894097,51.295815577896015,183.60458608291003,0.0207907863031725,924.1081532412036,110.72570841173322,241.7609336755569,571.6215111539135,80.1294495427653,4.828361084097791,9.48909407966807,5.5508454717104065,19.868300635476267,11.981899307280806,26.16154103040949,61.85655966230971
00-0504,3110.1459074580916,1553.402384971366,766.966631864908,0.0782858171915489,294.58004852262286,491.77741876664345,786.4357531064578,0.0,1553.402384971366,301.921641436095,961.8931251959666,289.5876183393042,49.37333940549123,0.005039635444681769,18.963537804021904,31.658083155042178,50.626660594508756,19.436151531443695,61.92169746241875,18.642151006137546
00-0505,1575.9086700849757,358.2295392668532,205.26061200318804,1.0043918138186667,3.169697139431946,4.51605547652913,8.690144429779743,144.2787828338854,358.2295392668532,15.206431212140282,283.42725100377646,59.59585705093641,57.298628254741665,0.2803766031897422,0.8848229394814836,1.2606597115837002,2.425859254254926,4.24488478623553,79.11889443395263,16.63622077981183
00-0601,5331.550955874741,3451.4283459586436,1526.5272603259746,224.19909049340498,746.53306541894,954.1689297203242,1924.901085632669,0.0,3451.4283459586436,493.16044126522945,1553.6335953339128,1404.6343093595017,44.22885563055134,6.495834999904456,21.629684599799752,27.645624769744458,55.771144369448656,14.288589877367214,45.0142213484773,40.69718877415549
00-0602,3810.334991078764,1416.767475433973,499.3621622952528,116.9046911675061,530.8142135258389,269.67079865221507,917.3897033455601,0.015609793160028898,1416.767475433973,230.5905018041818,539.3476081898039,646.8293654399873,35.24658569270812,8.251508676940567,37.46657251312493,19.03423132787627,64.75231251794177,16.275818424865317,38.06888692335312,45.65529465178157
00-0603,5429.99673163118,2865.966819008446,1554.0587803125843,111.29060213365027,580.5351800040437,595.0504044660937,1286.8761866037876,25.031852092073716,2865.966819008446,650.4979590192605,1195.3310905211902,1020.137769467995,54.22459080842571,3.883178318587585,20.256172407637806,20.762641092682525,44.90199181890791,22.697330433306163,41.70777842203858,35.59489114465525
00-0604,2771.170688663114,1892.404291976229,593.1529578505665,14.073184810772627,538.229896847319,746.9331970764478,1299.2362787345394,0.01505539112282709,1892.404291976229,564.9816523266768,806.2769404287194,521.1456992208325,31.343881450994793,0.7436669252148053,28.441591425754375,39.47006462854874,68.65532297951793,29.85522991689419,42.605956023632146,27.538814059473648
00-0701,8599.678795439691,4351.772368553986,2324.6180137756955,128.23506224454576,518.0400617631905,1370.8101772075916,2017.0853012153275,10.069053562962996,4351.772368553986,1371.6718093121067,1365.297685166392,1614.8028740754871,53.41772999372492,2.9467318458836558,11.904116711309642,31.50004322636679,46.35089178356008,31.519842793796865,31.37337088290892,37.106786323294216
00-0702,3530.48680421105,2255.9788467999683,896.9942114542254,58.9030537445626,299.41780764736757,984.3925731742602,1342.7134345661902,16.271200779552807,2255.9788467999683,942.3968751492727,686.2856741460129,627.296297504683,39.76075452686899,2.6109754454530743,13.272190387426807,43.63483170822229,59.517997541102176,41.773302816470625,30.420749517199,27.80594766633039
00-0801,7089.439326266034,3368.0113550160713,556.3286078470512,335.62488793174066,1952.8198849987323,523.1845139154285,2811.6292868459013,0.05346032311875375,3368.0113550160713,0.2179203696277433,2525.3089067498263,842.4845278966172,16.518014614722002,9.965075902487246,57.98139255351216,15.533929632874768,83.48039808887417,0.006470297949060907,74.97922781610622,25.01430188594471
00-0802,3502.2775733654303,1411.616074374569,501.9547572676163,176.2558898166249,617.7812903696099,88.76850075423911,882.805680940474,26.85563616647866,1411.616074374569,0.07763965857116531,974.5713005968485,436.96713411914936,35.5588723010265,12.486106740794721,43.76411558244151,6.288430853521479,62.53865317675772,0.005500054864816154,69.0394023055201,30.955097639615087
00-0803,4581.073970101961,1985.0009836758104,655.0224295354346,200.15152241634874,816.2317836397884,276.5339222764554,1292.9172283325927,37.06132580778302,1985.0009836758104,45.50276263522788,1433.8675869373462,505.63063410323645,32.9985947071154,10.083195124957047,41.11996872305304,13.931173059892993,65.13433690790309,2.292329475372158,72.23510712232095,25.472563402306903
00-0804,6412.684846633849,2517.2322725664235,1380.3564390876575,292.85602312280764,822.8115052138666,21.208305142092062,1136.8758334787663,0.0,2517.2322725664235,47.224127856393366,998.0362448553917,1471.9718998546387,54.83627610098636,11.634048487080165,32.687150652767365,0.8425247591661182,45.163723899013654,1.876033784051497,39.648158643614245,58.47580757233427
00-0805,3439.4465130894996,2036.9010699704058,873.1298951047743,21.33044913282308,396.5734168069693,745.867308925839,1163.7711748656313,0.0,2036.9010699704058,72.20948609149796,799.0239585366735,1165.667625342234,42.865601475552275,1.0472010372665272,19.469449088793063,36.61774839838813,57.13439852444772,3.545065941398278,39.227430841709094,57.227503216892615
00-0806,3575.8620516259048,2876.4495540594157,45.73838229474113,2.914164852709631,535.2907135483139,2292.467365053157,2830.672243454181,0.03892831049328237,2876.4495540594157,2148.1087586236313,671.7176240222359,56.623171413548384,1.5900985376292247,0.1013111753897088,18.60942469138317,79.69781224975392,98.40854811652682,74.67917369147298,23.352317202096184,1.9685091064308224
00-0807,1725.3162116618428,1277.377920103256,76.37946477521542,2.8384583816348963,412.8499771325836,785.3100198138219,1200.9984553280403,0.0,1277.377920103256,359.1620867671493,890.9931332058483,27.22270013025831,5.979394474662701,0.22220975773602314,32.32011221073957,61.47828355686169,94.02060552533729,28.117135979469303,69.75172493460866,2.131139085922025
00-0901,5584.544462465885,3204.2373477346455,1151.6882078894857,123.27507362812405,530.5612765903301,1394.4791968536376,2048.3155470720917,4.233592773068722,3204.2373477346455,267.97918936704787,1554.7278917671374,1381.5302666004607,35.9426622595144,3.847251631196357,16.558114116154037,43.51984717485165,63.92521292220204,8.363275259758947,48.520996513142514,43.11572822709856
00-0902,3534.785185770224,1973.872752679463,1086.2840347950264,120.38132325676513,398.2972332669435,368.90596908606614,887.5845256097747,0.004192274661926289,1973.872752679463,174.701631720657,804.7204601055257,994.4506608532802,55.03313388973194,6.098737777972349,20.178465543245835,18.689450400756037,44.96665372197421,8.85070385026115,40.768608767365876,50.38068738237297
00-0903,2295.420775228606,1288.2227030329193,669.6017177325915,64.71962234555497,213.6403336115387,337.5769698112193,615.936925768313,2.684059532014798,1288.2227030329193,258.2590651010601,441.01824788629864,588.9453900455607,51.97872356667204,5.023946728557315,16.58411492892928,26.204861086242854,47.81292274372945,20.04770328088687,34.23462782079449,45.71766889831864
00-1001,3098.008666989046,1527.2849054239673,1072.3650476951152,48.0910053134421,314.59521827106386,89.22252926583447,451.9087528503405,3.0111048785115546,1527.2849054239673,151.74318013399642,433.1518257488405,942.3898995411304,70.21381825268755,3.148790716300064,20.59833218764993,5.8419047388585765,29.589027642808574,9.935486142441329,28.360905303951757,61.70360855360691
00-1002,3714.239291114825,1640.0837795155385,1520.65223765347,51.96128623754375,57.51369014575284,4.8233243939573525,114.29830077725394,5.1332410848145535,1640.0837795155385,223.62209242085734,492.3563116938433,924.1053754008379,92.71796091432918,3.1682092638519057,3.506753183227122,0.2940901223583899,6.969052569437418,13.634796905735675,30.02019273913431,56.34501035513002
00-1003,2632.0529095953025,1596.2849788512874,559.7922386540272,42.773587797903495,724.3618397803215,269.3567094045676,1036.4921369827925,0.0006032144677330159,1596.2849788512874,73.7314700108695,849.9633847386486,672.5901241017692,35.068439913333194,2.679570901474251,45.37797757776209,16.87397381878523,64.93152229802158,4.61894154162422,53.246343604028404,42.13471485434737
00-1004,272.1169675926458,116.66981781016813,71.47904830793046,1.2587970580514192,28.13546155241253,15.795449921016962,45.18970853148091,0.0010609707567761548,116.66981781016813,12.720732535226817,102.3768913755321,1.572193899409223,61.266100907291246,1.0789397649523982,24.11545854832083,13.538591400491876,38.7329897137651,10.903190537182931,87.749251089179,1.347558373638089
00-1005,181.8937982340625,67.9032626568762,63.246266783661774,1.2000936481653637,3.1178929246639413,0.339009300385123,4.656995873214428,0.0,67.9032626568762,3.851225063350024,59.7399200730488,4.312117520477383,93.14172001315045,1.7673578576475613,4.59166879862467,0.49925333057732446,6.858279986849555,5.671634782574076,87.97798181645881,6.350383400967137
00-1101,11619.389697708559,7090.774876542665,2622.7014512137107,480.33426251229724,994.2835418418938,2971.62461767279,4446.242422026981,21.831003301973166,7090.774876542665,2255.2800385348373,3331.7952151727127,1503.699622835115,36.98751542500659,6.774072945134871,14.02221279272497,41.90831988621392,62.704605624073764,31.80583332289449,46.98774496698218,21.206421710123337
00-1102,3635.1531205637225,2171.4218894854916,1003.4530299653113,66.137008906232,413.4707350848456,688.3611155291026,1167.96885952018,0.0,2171.4218894854916,677.3056376655752,1086.9532550615086,407.16299675840753,46.21179489919736,3.045792677437863,19.041474026165204,31.700938397199568,53.788205100802635,31.19180298150442,50.05721183546957,18.75098518302599
00-1103,1271.2224242847058,852.5833145104433,274.89378395712083,1.9713056736900574,382.6754025420035,193.04282233762888,577.6895305533225,0.0,852.5833145104433,76.2521684498739,684.4905656424446,91.84058041812483,32.24245411311691,0.23121560557656334,44.88422375023105,22.642106531075477,67.7575458868831,8.943661827777875,80.28430230721578,10.77203586500635
00-1104,1952.2619557384369,1222.317204258105,248.46345045877723,27.3102199233207,358.9517316767764,575.0441213039688,961.3060729040659,12.547680895261902,1222.317204258105,249.6587879967606,835.940045387621,136.71837087372336,20.327248082021725,2.234298906059893,29.366495900272056,47.0454084505009,78.64620325683283,20.42504082631259,68.38977987673842,11.185179296948998
00-1201,2837.367018652548,1482.8925786226478,834.5031813329177,4.865370502460393,209.44604988381303,434.04575845446584,648.3571788407393,0.03221844899053689,1482.8925786226478,156.17924306118252,463.92950907547436,862.7838264859906,56.27536298738697,0.32809999676304846,14.124155242475647,29.270209097520723,43.722464336759415,10.53206721192483,31.28544277336563,58.18249001470952
00-1202,3029.937662784365,1549.7419159972521,815.9932772043168,7.173736676810429,288.78691572127036,437.7879863948548,733.7486387929356,0.0,1549.7419159972521,135.45399622673006,521.8702053187272,892.417714451795,52.6534946742554,0.4628987964227683,18.634516672760785,28.24908985656106,47.346505325744616,8.74042282966619,33.67465252967015,57.58492464066367
00-1203,1154.0071628062174,506.7253378131341,419.6387166743534,3.188818445684422,48.7902950320229,35.107507661073384,87.08662113878071,0.0,506.7253378131341,25.73475484968314,83.21926892586218,397.77131403758887,82.81384121926507,0.6292991898621749,9.628548523463685,6.928311067409074,17.186158780734935,5.078639832921358,16.422953958649504,78.49840620842915
00-1204,4416.629002287549,2567.184852010929,1075.5553116887954,0.7815338462398456,536.4955013140319,953.7227436127562,1490.999778773028,0.6297615491050351,2567.184852010929,472.0487007582349,990.515427244248,1104.6207240084454,41.89629394417354,0.030443224438148814,20.89820298268681,37.15052863706661,58.07917484419157,18.387795502473043,38.58372046985073,43.0284840276762
00-1205,1728.1143380879857,711.6130392291651,94.96400684474989,5.13637376126741,69.39626376695264,537.9713522267582,612.5039897549782,4.145042629436975,711.6130392291651,228.2993739471955,389.7045994672443,93.60906581472524,13.344894150283837,0.7217930923288368,9.751966299285945,75.59886097780061,86.07262036941538,32.08195484929484,54.763555188558776,13.154489962146371
00-1206,2881.3112247712447,1658.1960973857304,1012.174687487089,90.4524927176443,147.3794248378775,388.4091066505458,626.2410242060677,19.78038569257353,1658.1960973857304,155.39164210152717,560.3759296199499,942.4285256642531,61.040710992074935,5.454873091321913,8.887937022058619,23.423593099929597,37.76640321331013,9.371125788229369,33.79431000370972,56.83456420806091
00-1401,6973.153706914451,3710.09111965571,1667.1228703107556,66.05978302188142,127.07571839374627,1849.832150808469,2042.9676522240966,0.0005971208576681204,3710.09111965571,2332.596215847118,1105.823920066518,271.67098374207416,44.934822799324174,1.7805434123141333,3.425137396774737,49.85948029708042,55.06516110616929,62.87166920211865,29.80584261685564,7.32248818102572
00-1402,915.5482553147361,438.13924088207995,271.8037247646033,17.220466874994326,17.672972577668656,126.46543148233506,161.35887093499804,4.9766451824786015,438.13924088207995,160.55438019989515,163.88620893367613,113.69865174850871,62.03592360670477,3.930363972951926,4.03364294466953,28.86421020580801,36.82821712342946,36.64460181120971,37.40505155478283,25.95034663400747
00-1403,4876.085561742437,2659.3865126949017,1132.2079002661876,48.591829087353936,180.93734476151803,1297.6494385798421,1527.1786124287141,0.0,2659.3865126949017,761.5987435573159,761.3204174648046,1136.4673516727812,42.57402580863883,1.8271819028710188,6.80372499062441,48.79506729786574,57.42597419136117,28.63813665000302,28.62767084929362,42.73419250070336
00-1404,1826.6126883853744,860.6917882274697,625.1892663355585,130.74517054031696,16.78499525576422,87.97235609583004,235.5025218919112,0.0,860.6917882274697,62.65458626616776,65.45244814572789,732.5847538155741,72.63799595707646,15.190707327367075,1.950174904111919,10.221121811444549,27.362004042923544,7.279561292806126,7.6046325805573565,85.11580612663653
00-1405,1323.5364583446606,848.4150759496981,363.78524990118393,38.252496691997905,157.67728812195315,288.70004123456306,484.6298260485141,0.0,848.4150759496981,23.246561341341007,387.095355925014,438.0731586833431,42.87821612481017,4.508700726372508,18.584922945346356,34.028160203470954,57.12178387518981,2.739998616280986,45.62570455171457,51.634296832004445
00-1406,1213.4595305626867,665.5501739087439,385.6427512689844,39.03662578431921,109.25481648871457,131.61597805615148,279.9074203291853,2.3105741741654027e-06,665.5501739087439,53.705091438893334,234.2453245523189,377.59975791753163,57.943452858576116,5.865316743147854,16.415714512861793,19.775515538246687,42.05654679425634,8.069277650922386,35.195742370046645,56.73497997903097
00-1407,1962.5387679259898,992.27638787965,340.4909304952371,25.987539271434002,209.52998796263145,413.510458035871,649.0279852699365,2.7574721144763368,992.27638787965,84.08145856203627,522.3602762945479,385.8346530230658,34.31412201824298,2.618981927703186,21.11609129492303,41.67291120566545,65.40798442829167,8.473592598701869,52.64261879805038,38.88378860324775
00-1501,1805.0079601326418,826.5331176284734,520.7830619203796,63.46460252793156,48.90507606564138,103.40997000139437,215.7796485949673,89.97040711312651,826.5331176284734,338.2289993547412,312.46983715222774,175.83428112150452,63.00813008130082,7.678410117434507,5.916892502258356,12.511291779584463,26.106594399277327,40.921409214092144,37.80487804878049,21.273712737127372
00-1502,357.3838862715676,127.84011498627919,48.675667459121364,11.365979941049487,0.05980106876948767,0.04036958607856545,11.46615059589754,67.69829693126029,127.84011498627919,5.678409027147878,98.38297349408832,23.77873246504299,38.07542527972978,8.89077731373237,0.046778015473395024,0.03157818348559702,8.969133512691362,4.441805318899572,76.95782619144825,18.60036848965218
00-1503,2091.2495656961323,1196.4724509669659,520.2449921196181,50.2430005996315,142.7658047499622,428.5028094420024,621.5116147915961,54.7158440557516,1196.4724509669659,535.050049465831,404.98563998553607,256.4367615155988,43.48156881499162,4.199260965768671,11.932226658004675,35.81384670375776,51.945334327531114,44.71896106202979,33.848304627343026,21.432734310627175
00-1504,5545.685892723626,2409.3212069290375,1439.6994296157227,47.25291977584853,682.4030483756947,239.94540807459663,969.6013762261399,0.02040108717516839,2409.3212069290375,619.1407496027372,893.4381231127477,896.7423342135529,59.755396062395036,1.9612544661937343,28.323456682037733,9.959046032738623,40.2437571809701,25.697725476459183,37.0825658506339,37.21970867290693
00-1505,1373.5891165080075,586.4370805999205,367.0261586545031,42.02093764479422,32.38084018510614,68.4694101624,142.87118799230035,76.53973395311704,586.4370805999205,225.0661983987961,238.85907163485308,122.51181056627134,62.58576935125559,7.165463957669105,5.52162222620384,11.675491272202013,24.36257745607496,38.3785756126736,40.73055397358266,20.89087041374374
00-1601,8398.804189611583,4151.184719549247,2238.9614514737814,152.26573233466615,440.05793599803826,1319.8995997427612,1912.2232680754655,0.0,4151.184719549247,1532.7063430169876,961.730262520345,1656.7481140119144,53.935481139391385,3.6680066684963077,10.600779433535338,31.79573275857696,46.06451886060861,36.922142630728686,23.167609429454,39.9102479398173
00-1602,4047.3127118805646,1988.919313275022,681.3575355664366,31.703817792700484,822.081746349731,453.77621356615396,1307.5617777085856,0.0,1988.919313275022,55.26219113581249,934.1551126284414,999.5020095107682,34.25767606653133,1.5940223206187234,41.333086810649114,22.81521480220083,65.74232393346867,2.7785034197700007,46.967974336285664,50.25352224394434
00-1603,2697.73592147118,1506.7314965851347,702.1725643852056,46.28426321489771,128.29399782678436,620.9441899909007,795.5224510325828,9.036481167345954,1506.7314965851347,607.7212336336626,310.84114767399205,588.1691152774798,46.60236850272353,3.0718321957028607,8.51472197385869,41.21133668461914,52.79789085418069,40.33374459955245,20.63016193518781,39.036093465259725
00-1604,1624.6346086688852,912.8520212793446,432.94959468678627,25.84401629396251,72.74185288968403,375.72261114026156,474.30848032390816,5.593946268650269,912.8520212793446,376.30010200467007,173.85532506487198,362.69659420980264,47.42823421478716,2.831128780077916,7.968635791345208,41.159202409794034,51.958966981217166,41.22246467475557,19.045291132862594,39.73224419238184
00-1605,3058.1474629592585,1652.6265422637023,933.3037566193206,33.80129798020085,245.87073609218535,439.6507515719956,719.3227856443817,0.0,1652.6265422637023,397.27668375730445,314.90335032012683,940.4465081862711,56.4739663046267,2.0453077035723495,14.877573959050746,26.60315203275021,43.5260336953733,24.03910826780808,19.054719397691912,56.90617233450001
00-1606,3250.210518414024,1466.5989318176184,1153.6163065342907,9.874084391339272,156.15317046552343,146.9553704264651,312.9826252833278,0.0,1466.5989318176184,72.2855720764628,275.47562004515765,1118.837739695998,78.65928997401934,0.6732641199391778,10.647298799815445,10.02014710622604,21.340710025980663,4.928789358033707,18.78329610561962,76.28791453634666
00-1701,1406.1524251401934,646.4715598218888,358.6757007422869,12.583432171766301,121.62593509941661,153.16383750503465,287.37320477621756,0.42265430338438703,646.4715598218888,78.87516487608067,251.8759931585794,315.7204017872287,55.482054127966066,1.9464788482316526,18.813810638928356,23.692277746484816,44.45256723364482,12.200871589434156,38.96165103194554,48.83747737862029
00-1702,5267.955824697993,2443.0261955303354,1555.9498370980352,91.76682270820966,389.02850630588097,406.2764524123455,887.0717814264361,0.004577005863892214,2443.0261955303354,278.67269481699515,1283.839121582699,880.514379130641,63.6894454895629,3.756276657045374,15.924041543952013,16.63004895959171,36.310367160589095,11.40686478625746,52.55118115112971,36.04195406261282
00-1703,2835.3373626102366,1401.0238242709029,1239.5249073054315,31.13330264040415,83.70453119654798,46.63522999299255,161.4730638299447,0.0258531355265535,1401.0238242709029,233.79238213184897,213.290201766406,953.9412403726478,88.4727929555719,2.2221822428041875,5.974525896453478,3.3286536021085626,11.52536174136623,16.687252427953197,15.223881141164952,68.08886643088185
00-1705,6385.457189890973,4184.9644514154315,1155.9200319160936,95.93048981451311,1590.2710485689986,1342.842881115826,3029.0444194993374,0.0,4184.9644514154315,873.8234400931319,2795.05137437923,516.0896369430695,27.620784963302146,2.2922653448601613,37.99963098924628,32.08731870259142,72.37921503669784,20.88006840291293,66.7879358792138,12.33199571787327
00-1706,6058.511002048795,3055.487087644371,1415.5102338747351,226.12642393618495,898.8882820236795,447.4364463840717,1572.4511523439362,67.52570142570008,3055.487087644371,649.6665207283897,1371.143789392348,1034.6767775236335,46.326827548992306,7.400666978780042,29.418821164669946,14.643702740338627,51.46319088378861,21.2622898442438,44.87480228396029,33.86290787179592
00-1707,2264.4598133948834,1511.4126989981585,173.43600553477285,15.94856369650086,461.1162130619475,787.1017918583261,1264.1665686167746,73.81012484661098,1511.4126989981585,212.0816748310107,1114.868201186241,184.4628229809064,11.475092517730934,1.0552090575309037,30.50895452761505,52.07722499487119,83.64138858001714,14.032016203885892,73.76332102576832,12.204662770345768
00-1708,914.9645168489554,469.8881723888491,316.438448057896,0.34070423718520354,74.98221749978808,59.627257691877176,134.95017942885045,18.499544902102645,469.8881723888491,55.95645685014055,261.9821551857052,151.94956035300336,67.34335245110871,0.07250751502279966,15.957460073657192,12.689669839685497,28.719637428365484,11.908462510487409,55.75414972754532,32.33738776196727
